Account Name,City,County,State,Status,Budget Cycle,Engagement Date,Proposal Sent,ZIP,Agency Count,Budget Cycle,CPE Contract end date,Organization Type,Population,Category Type,Sworn Officers,Total Employees, Dispatch Seats ,Jail Beds,CAD Vendor,Dispatched By,CAD vendor since,RMS Vendor,RMS vendor since,CPE Vendor,CPE Last Upgraded,CPE Contract End,Jail Vendor,Jail vendor since,ANL Vendor ID
Monona County Sheriff's Department,Onawa,Monona,IA,,,,,51040,1,,,"County, Sheriff or Police",102000,Law,10,20,  2.00 ,0,Shield Tech Corp / Shieldware,,1/1/2016,Shield Tech Corp / Shieldware,1/1/2016,CentralSquare / TriTech / Zuercher / EmergiTech*,,,Shield Tech Corp / Shieldware,1/1/2016,Shield Tech Corp / Shieldware
Laramie Police Department,Laramie,Albany,WY,,,,,82070-8921,1,,,"Police, Municipal",26974,Law,47,67,  4.00 ,0,CentralSquare / Superion / SunGard / HTE*,,1/1/2006,CentralSquare / Superion / SunGard / HTE*,1/1/2006,Intrado / West / Viper*,1/1/2016,,,,
Shawnee Police Department,Shawnee,Pottawatomie,OK,,,,,74801,1,,,"Police, Municipal",26915,Law,70,100,  6.00 ,0,Other,,10/1/2019,Other,10/1/2019,Intrado / West*,,,,,
Elmore County Sheriff's Department,Mountain Home,Elmore,ID,,,,,83647-0665,1,,,"County, Sheriff or Police",26823,Law,60,73,  3.00 ,124,EIS-Executive Info Sys / PS.NET,,1/1/2008,EIS-Executive Info Sys / PS.NET,1/1/2006,Intrado / West*,,,EIS-Executive Info Sys / PS.NET,9/1/2016,
Marshall Police Department,Marshall,Harrison,TX,,,,,75671-0698,1,,,"Police, Municipal",26760,Law,52,65,  3.00 ,0,"CIS - Computer Information Systems, Inc.",,1/1/2000,"CIS - Computer Information Systems, Inc.",1/1/2000,Other,,,,,
Greenville Police Department,Greenville,Hunt,TX,,,,,75403-,1,,,"Police, Municipal",26689,Law,54,73,  3.00 ,0,Tyler Technologies / New World (Aegis)*,,1/1/2001,Tyler Technologies / New World (Aegis)*,1/1/2001,,,,Sam Houston / Crimes*,,
Clinton Township Police Department,Clinton Twp,Macomb,MI,,,,,48036-2343,1,,,"Police, Municipal",100712,Law,93,105,,0,Does not use*,Macomb County Sheriff's Department,1/1/2015,Tyler Technologies / New World (Aegis)*,1/1/2015,,,,,,Tyler Technologies / New World (Aegis)*
Ponca City Police Department,Ponca City,Kay,OK,,,,,74601-5398,1,,,"Police, Municipal",26500,Law,55,78,  3.00 ,30,ODIS,,1/1/2020,ODIS,1/1/2020,AT&T / Interact,,,ODIS,1/1/2020,
Lake Jackson Police Department,Lake Jackson,Brazoria,TX,,,,,77566-5231,1,,,"Police, Municipal",26386,Law,45,65,  4.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2001,CentralSquare / Superion / SunGard / OSSI*,1/1/2001,Intrado / West*,,,,,
Duval County Sheriff's Department,San Diego,Duval,TX,,,,,78384-0547,1,,,"County, Sheriff or Police",26300,Law,15,52,  2.00 ,45,PTS Solutions,,1/1/2010,PTS Solutions,1/1/2010,,,,PTS Solutions,1/1/2010,
Pottawatomie County Sheriff's Department,Westmoreland,Pottawatomie,KS,,,,,66549-0250,1,,,"County, Sheriff or Police",26000,Law,40,65,  4.00 ,20,Interpol*,,1/1/2003,Interpol*,1/1/2003,Other,,,Interpol*,1/1/2003,Interpol*
Wind River Tribal Police,Fort Washakie,Fremont,WY,,,,,82514,1,,,"Police, Tribal",26000,Law,15,20,  5.00 ,20,,,,,,,,,,,
Austin Community College,Austin,Travis,TX,,,,,78754,1,,,"Police, University & College",26000,Law,100,111,  2.00 ,0,CrimeStar*,,1/1/2009,CrimeStar*,1/1/2009,,,,,,CrimeStar*
Park County Sheriff's Department,Cody,Park,WY,,,,,82414,1,,,"County, Sheriff or Police",25786,Law,40,50,  3.00 ,0,"Sun Ridge Systems, Inc / RIMS",,1/1/2000,"Sun Ridge Systems, Inc / RIMS",2/15/2000,Motorola Solutions / CallWorks*,,,,,"Sun Ridge Systems, Inc / RIMS"
Eau Claire Emergency Center,Eau Claire,Eau Claire,WI,,,,,54703,1,,,Dispatch Center (Stand Alone),100000,Dispatch,0,21,  5.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2002,,,,,,,,
Corsicana Police Department,Corsicana,Navarro,TX,,,,,75110-4616,1,,,"Police, Municipal",25700,Law,47,56,  3.00 ,0,Tyler Technologies / New World (Aegis)*,,4/1/2011,Tyler Technologies / New World (Aegis)*,4/1/2011,,,,,,
Story County Sheriff's Department,Nevada,Story,IA,,,,,50201-2004,1,,,"County, Sheriff or Police",97502,Law,35,85,  4.00 ,120,CentralSquare / Superion / SunGard / OSSI*,,1/1/2012,CentralSquare / Superion / SunGard / OSSI*,1/1/2012,Zetron*,,,CentralSquare / Superion / SunGard / OSSI*,1/1/2012,CentralSquare / Superion / SunGard / OSSI*
Dearborn 911 Communications,Dearborn,Wayne,MI,,,,,48126-2937,1,,,Dispatch Center (Stand Alone),97144,Dispatch,0,36,  9.00 ,0,CLEMIS,,1/1/2005,,,West Brook RMS,11/1/2017,,,,
Latah County Sheriff,Moscow,Latah,ID,,,,,83843-2971,1,,,"County, Sheriff or Police",25322,Law,30,40,  2.00 ,42,Computer Arts,,1/1/2001,Computer Arts,1/1/2001,Zetron*,,,Computer Arts,,Computer Arts
Dubuque County Sheriff's Department,Dubuque,Dubuque,IA,,,,,52004-1004,1,,,"County, Sheriff or Police",97041,Law,77,65,  6.00 ,212,CentralSquare / Superion / SunGard / OSSI*,,4/1/2014,CentralSquare / Superion / SunGard / OSSI*,4/1/2014,Intrado / West / Viper*,,4/1/2014,CentralSquare / Superion / SunGard / OSSI*,4/1/2014,CentralSquare / Superion / SunGard / OSSI*
Kingsville Police Department,Kingsville,Kleberg,TX,,,,,78364-1458,1,,,"Police, Municipal",25272,Law,49,69,  2.00 ,0,Intellichoice / eFORCE*,,1/1/2019,Intellichoice / eFORCE*,1/1/2019,,,,,,
Cass County Sheriff's Department,Portsmouth,Cass,NE,,,,,68048-0010,1,,,"County, Sheriff or Police",25241,Law,40,75,  4.00 ,110,Justice Data Solutions,,5/1/2016,Justice Data Solutions,5/1/2016,Motorola Solutions / Vesta*,,,Justice Data Solutions,5/1/2016,Justice Data Solutions
Grimes County Sheriff's Department,Anderson,Grimes,TX,,,,,77830-0599,1,,,"County, Sheriff or Police",25241,Law,32,50,  2.00 ,111,Sam Houston / Crimes*,,1/1/2007,Sam Houston / Crimes*,1/1/2007,,,,Sam Houston / Crimes*,1/1/2007,Sam Houston / Crimes
Dearborn Police Department,Dearborn,Wayne,MI,,,,,48126-2998,1,,,"Police, Municipal",94500,Law,191,200,  12.00 ,0,Does not use*,Dearborn 911 Communications,1/1/2005,CLEMIS,1/1/2005,Intrado / West*,8/28/2018,,,,
Walworth County Sheriff's Department,Elkhorn,Walworth,WI,,,,,53121-1004,1,,,"County, Sheriff or Police",93759,Law,80,230,  8.00 ,512,Pro Phoenix,,1/1/2011,Pro Phoenix,1/1/2011,Solacom*,8/6/2018,,Pro Phoenix,1/1/2011,Pro Phoenix
Fremont Police Department,Fremont,Dodge,NE,,,,,68025-5019,1,,,"Police, Municipal",25174,Law,35,42,  2.00 ,0,CentralSquare / TriTech / Tiburon*,,1/1/2001,Caliber Public Safety / Sleuth*,1/1/2001,,,,,,
Yukon Police Department,Yukon,Canadian,OK,,,,,73099-2700,1,,,"Police, Municipal",25165,Law,45,70,  4.00 ,0,Tyler Technologies / New World (Aegis)*,,1/1/2008,Tyler Technologies / New World (Aegis)*,1/1/2008,Other,,,,,
University of New Mexico,Albuquerque,Bernalillo,NM,,,,,87131,1,,,"Police, University & College",25135,Law,46,50,  2.00 ,0,Tyler Technologies / New World (Aegis)*,,1/1/2005,Tyler Technologies / New World (Aegis)*,1/1/2005,Motorola Solutions / Vesta,1/1/2015,,,,
Paris Police Department,Paris,Lamar,TX,,,,,75460-4028,1,,,"Police, Municipal",25050,Law,57,85,  4.00 ,0,"CIS - Computer Information Systems, Inc.",,1/1/2008,"CIS - Computer Information Systems, Inc.",1/1/2008,,,,,,
Grand Traverse County Central Dispatch,Traverse City,Grand Traverse,MI,,,,,49684-2577,1,,,Dispatch Center (Stand Alone),91636,Dispatch,0,21,  6.00 ,0,Tyler Technologies / New World (Aegis)*,,1/1/1986,,,Intrado / West*,1/1/2015,1/1/2020,,,
Carver County Sheriff's Office,Chaska,Carver,MN,,,,,55318-2102,1,,,"County, Sheriff or Police",91042,Law,80,160,  8.00 ,111,"CIS - Computer Information Systems, Inc.",,1/1/1998,"CIS - Computer Information Systems, Inc.",1/1/1998,Motorola Solutions / Vesta*,1/1/2016,,"CIS - Computer Information Systems, Inc.",1/1/1997,
Cherokee County Sheriff's Department,Columbus,Cherokee,KS,,,,,66725-1704,1,,,"County, Sheriff or Police",25000,Law,20,50,  3.00 ,0,Omnigo / ITI*,,11/1/2015,Omnigo / ITI*,11/1/2015,AT&T / Interact,,,Omnigo / ITI*,11/1/2015,
Joliet Police Department,Joliet,Will,IL,,,,,60432-4139,1,,,"Police, Municipal",90649,Law,250,300,  12.00 ,0,Motorola Solutions / Premier One*,,5/2/2016,Motorola Solutions / Premier One*,5/2/2016,,,,,,
Canton Township Department of Public Safety,Canton,Wayne,MI,,,,,48188,1,,,"Police, Municipal",90173,Law,100,150,  4.00 ,0,CLEMIS,,1/1/2004,CLEMIS,1/1/2004,,,,CLEMIS,,
Gallup Police Department,Gallup,McKinley,NM,,,,,87301-1270,1,,,"Police, Municipal",25000,Law,64,80,,0,Does not use*,McKinley Metro Dispatch,,Tyler Technologies / New World (Aegis)*,1/1/2005,Does not use*,,,,,Tyler Technologies / New World (Aegis)*
Uinta County Sheriff,Evanston,Uinta,WY,,,,,82930,1,,,"County, Sheriff or Police",25000,Law,35,48,  3.00 ,50,Spillman Technologies,,,Spillman Technologies,,Informant,1/1/2011,,,,
Texas Tech University,Lubbock,Lubbock,TX,,,,,79409-3041,1,,,"Police, University & College",25000,Law,57,100,  9.00 ,0,End2End / ARMS*,,1/1/2000,End2End / ARMS*,1/1/2000,,,,,,
Burleson Police Department,Burleson,Johnson,TX,,,,,76028-4158,1,,,"Police, Municipal",25000,Law,64,90,  4.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2009,CentralSquare / Superion / SunGard,1/1/2009,,,,,,
Walker County Sheriff Office,Huntsville,Walker,TX,,,,,77340,1,,,"County, Sheriff or Police",25000,Law,60,86,  4.00 ,360,Integrated Computer Systems,,1/1/2010,Mark43,6/10/2019,Intrado / West*,1/3/2017,,Tyler Technologies / Odyssey*,4/1/2011,
Limestone County Sheriff's Office,Groesbeck,Limestone,TX,,,,,76642-2008,1,,,"County, Sheriff or Police",25000,Law,50,100,  4.00 ,213,Tyler Technologies / InCode*,,1/4/2012,Tyler Technologies / InCode*,,Intrado / West*,,,Tyler Technologies / Odyssey*,,
Big Spring Police Department,Big Spring,Howard,TX,,,,,79720-2635,1,,,"Police, Municipal",25000,Law,34,50,  3.00 ,0,Does not use*,Howard County Sheriff's Department,4/1/2010,Tyler Technologies / InCode*,4/1/2010,Motorola Solutions / Vesta*,,,,,
Forney Police Department,Forney,Kaufman,TX,,,,,75126-9501,1,,,"Police, Municipal",25000,Law,30,45,  3.00 ,0,Southern Software,,1/1/2005,Southern Software,1/1/2005,Other,,,Southern Software,,
Gaines County Sheriff's Department,Seminole,Gaines,TX,,,,,79360-3625,1,,,"County, Sheriff or Police",25000,Law,17,37,  2.00 ,0,Caliber Public Safety*,,,Caliber Public Safety*,5/15/1998,,,,,,
Palo Pinto County Sheriff's Department,Palo Pinto,Palo Pinto,TX,,,,,76484-0279,1,,,"County, Sheriff or Police",25000,Law,25,60,  2.00 ,142,Net Data,,1/1/1999,Net Data,1/1/1999,,,,Net Data,1/1/1999,
Uvalde County Sheriff's Department,Uvalde,Uvalde,TX,,,,,78801-5314,1,,,"County, Sheriff or Police",25000,Law,20,74,  2.00 ,42,Southern Software,,10/1/2015,Southern Software,10/1/2015,,,,Southern Software,10/1/2015,
El Paso Community College Police Department,El Paso,El Paso,TX,,,,,79998-0500,1,,,"Police, University & College",25000,Law,40,70,  1.00 ,0,Hexagon / Intergraph*,,1/1/2012,Hexagon / Intergraph*,,,,,,,
Shelby County Sheriff's Department,Center,Shelby,TX,,,,,75935-4320,1,,,"County, Sheriff or Police",25000,Law,20,35,  1.00 ,66,Intellichoice / eFORCE*,,1/1/1994,Intellichoice / eFORCE*,1/1/1994,,,,,,
Farmers Branch Police Department,Farmers Branch,Dallas,TX,,,,,75234-4902,1,,,"Police, Municipal",25000,Law,76,105,,0,Does not use*,North Texas Emergency Communications Center,1/1/1999,CentralSquare / TriTech / Zuercher,6/1/2016,,,,,,
San Jacinto County Sheriff,Coldspring,San Jacinto,TX,,,,,77331,1,,,"County, Sheriff or Police",24760,Law,34,62,  2.00 ,145,Justice Solutions,,,Justice Solutions,1/1/2006,,,,Justice Solutions,,
Orange Police Department,Orange,Orange,TX,,,,,77630-0520,1,,,"Police, Municipal",24656,Law,45,60,  2.00 ,0,Intellichoice / eFORCE,,1/1/2007,Intellichoice / eFORCE,1/1/2007,,,,,,
Buchanan County Sheriff's Department,St Joseph,Buchanan,MO,,,,,64501-4113,1,,,"County, Sheriff or Police",89065,Law,20,75,,224,Does not use*,St Joseph Police Department,,Tyler Technologies / New World (Aegis)*,11/1/2010,Does not use*,,,Tyler Technologies / New World (Aegis)*,,Tyler Technologies / New World (Aegis)*
Milam County Sheriff's Department,Cameron,Milam,TX,,,,,76520-4217,1,,,"County, Sheriff or Police",24513,Law,18,66,  2.00 ,48,eDoc Communications,,1/1/2009,eDoc Communications,1/1/2009,,,,eDoc Communications,1/1/2009,
Benbrook Police Department,Benbrook,Tarrant,TX,,,,,76126-2741,1,,,"Police, Municipal",24500,Law,41,53,  2.00 ,0,Sam Houston / Crimes*,,1/4/2011,Sam Houston / Crimes*,1/4/2011,,,,,,
Dawson County Sheriff's Office,Lexington,Dawson,NE,,,,,68850-1900,1,,,"County, Sheriff or Police",24326,Law,24,70,  4.00 ,0,Textan Data,,1/1/2013,Textan Data,1/1/2013,Intrado / West / Viper*,,,Textan Data,1/1/1990,Textan Data
North Platte Police Department,North Platte,Lincoln,NE,,,,,69103-1458,1,,,"Police, Municipal",24110,Law,45,65,  4.00 ,0,Securus / Archonix Systems,,12/31/2006,Securus / Archonix Systems,12/31/2006,Intrado / West / Viper*,4/2/2018,4/3/2023,,,Securus / Archonix Systems
Jackson County Sheriff's Department,Edna,Jackson,TX,,,,,77957-2733,1,,,"County, Sheriff or Police",24100,Law,13,42,  2.00 ,77,Southern Software,,10/1/2011,Southern Software,10/1/2011,,,,Southern Software,10/1/2011,
Pottawattamie County Sheriff's Department,Council Bluffs,Pottawattamie,IA,,,,,51501-4208,1,,,"County, Sheriff or Police",89000,Law,58,200,  9.00 ,288,CentralSquare / TriTech / Zuercher,,9/3/2018,CentralSquare / TriTech / Zuercher,2/1/2019,Intrado / West / Viper*,,,CentralSquare / TriTech / Zuercher,2/1/2019,Does not use*
Kenosha Police Department,Kenosha,Kenosha,WI,,,,,53140-3749,1,,,"Police, Municipal",89000,Law,200,210,  11.00 ,0,Does not use*,Kenosha Joint Services,,Tyler Technologies / New World (Aegis)*,5/1/2017,,,,,,
Sherburne County Sheriff's Department,Elk River,Sherburne,MN,,,,,55330-4601,1,,,"County, Sheriff or Police",88499,Law,82,300,  4.00 ,732,Pro Phoenix,,7/1/2010,Pro Phoenix,7/1/2010,Motorola Solutions / Vesta,,,Pro Phoenix,1/1/2010,Pro Phoenix
Norfolk Police Division,Norfolk,Madison,NE,,,,,68701-4083,1,,,"Police, Municipal",24000,Law,41,59,  3.00 ,0,CentralSquare / Superion / SunGard / HTE*,,1/1/1990,CentralSquare / Superion / SunGard / HTE*,1/1/1990,Motorola Solutions / CallWorks*,,,,,
Tulsa Community College,Tulsa,Tulsa,OK,,,,,74119-2011,1,,,"Police, University & College",24000,Law,130,130,  4.00 ,0,ODIS,,9/1/2019,ODIS,9/1/2019,,,,,,
Comanche County Sheriff's Department,Comanche,Comanche,TX,,,,,76442-1700,1,,,"County, Sheriff or Police",24000,Law,14,15,  2.00 ,144,Southern Software,,1/1/2010,Southern Software,1/1/2009,,,,Southern Software,1/1/2009,
Altus Police Department,Altus,Jackson,OK,,,,,73521-3926,1,,,"Police, Municipal",23870,Law,42,55,  3.00 ,0,ODIS,,1/1/2009,ODIS,1/1/2005,Motorola Solutions / CallWorks*,,,,,
Waukegan Police Department,Waukegan,Lake,IL,,,,,60085-8101,1,,,"Police, Municipal",88182,Law,150,220,  6.00 ,0,Tyler Technologies / New World (Aegis)*,,1/1/1997,Tyler Technologies / New World (Aegis)*,1/1/1997,AT&T / Interact,1/1/2014,,,,
Denison Police Department,Denison,Grayson,TX,,,,,75020-0224,1,,,"Police, Municipal",23654,Law,50,60,  2.00 ,0,Other,,1/1/2018,ICS - Intergraded Computer System,1/1/2018,Intrado / West*,2/1/2016,,,,
Jerome County Sheriff's Department,Jerome,Jerome,ID,,,,,83338-2327,1,,,"County, Sheriff or Police",23627,Law,40,45,  6.00 ,0,Does not use*,SIRCOMM (Southern Idaho Regional Communications Center),,Computer Arts,1/1/1991,Does not use*,,,Computer Arts,1/1/1991,Computer Arts
University of Texas San Antonio,San Antonio,Bexar,TX,,,,,78249-1130,1,,,"Police, University & College",23300,Law,51,134,  3.00 ,0,End2End / ARMS*,,,End2End / ARMS*,,,,,,,
Teton County Sheriff's Office,Jackson Hole,Teton,WY,,,,,83001,1,,,"County, Sheriff or Police",23265,Law,28,69,  4.00 ,0,CentralSquare / TriTech / Zuercher,,7/1/2017,CentralSquare / TriTech / Zuercher,7/1/2017,Intrado / West*,1/1/2015,,CentralSquare / TriTech / Zuercher,7/1/2017,CentralSquare / TriTech / Zuercher
Saginaw Police Department,Saginaw,Tarrant,TX,,,,,76179,1,,,"Police, Municipal",23014,Law,40,52,  2.00 ,,Sam Houston / Crimes*,,,Sam Houston / Crimes*,,,,,,,
Rochester Police Department,Rochester,Olmsted,MN,,,,,55904-3761,1,,,"Police, Municipal",85806,Law,137,198,  7.00 ,0,Tyler Technologies / New World (Aegis)*,,1/1/1999,Tyler Technologies / New World (Aegis)*,1/1/1999,Intrado / West / Viper,,,,,Tyler Technologies / New World (Aegis)*
University Park Police Department,Dallas,Dallas,TX,,,,,75205-1711,1,,,"Police, University & College",23000,Law,39,57,  3.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2010,CentralSquare / Superion / SunGard / OSSI*,1/1/2010,Motorola Solutions / Vesta,8/2/2019,,,,
University of TX System Admin,El Paso,El Paso,TX,,,,,79968-8900,1,,,"Police, University & College",23000,Law,40,60,  3.00 ,0,Hexagon / Intergraph*,,,Hexagon / Intergraph*,,,,,,,
Watauga Police Department,Watauga,Tarrant,TX,,,,,76148,1,,,"Police, Municipal",23000,Law,32,41,  2.00 ,0,CentralSquare / TriTech / Tiburon*,,1/1/2002,"Sun Ridge Systems, Inc / RIMS*",1/1/2002,,,,"Sun Ridge Systems, Inc / RIMS*",1/1/2001,
Plainview Police Department,Plainview,Hale,TX,,,,,79072-7210,1,,,"Police, Municipal",23000,Law,33,42,  2.00 ,0,Intellichoice / eFORCE*,,10/31/2011,Intellichoice / eFORCE*,10/31/2011,,,,,,
Leon County Sheriff's Office,Centerville,Leon,TX,,,,,75833-0278,1,,,"County, Sheriff or Police",23000,Law,17,35,  1.00 ,52,Intellichoice / eFORCE*,,8/1/2013,Intellichoice / eFORCE*,8/1/2013,Motorola Solutions / Vesta,,,,,
Payette County Sheriff's Department,Payette,Payette,ID,,,,,83661-2400,1,,,"County, Sheriff or Police",22896,Law,35,60,  4.00 ,71,Intellichoice / eFORCE,,2/1/2009,Intellichoice / eFORCE,2/1/2009,Intrado / West*,1/1/2015,,Intellichoice / eFORCE,2/1/2009,
Converse Police Department,Converse,Bexar,TX,,,,,78109-0036,1,,,"Police, Municipal",22702,Law,55,65,,0,Does not use*,Bexar Metro 911 Network District,1/1/2012,Tyler Technologies / InCode*,1/1/2012,Does not use*,,,,,
Ozaukee County Sheriff's Department,Port Washington,Ozaukee,WI,,,,,54982-0307,1,,,"County, Sheriff or Police",83964,Law,102,128,  4.00 ,235,Pro Phoenix,,1/1/2011,Pro Phoenix,1/1/2011,,,,Pro Phoenix,1/1/2011,
Cleburne Police Department,Cleburne,Johnson,TX,,,,,76033-0657,1,,,"Police, Municipal",22205,Law,60,80,  3.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,3/5/2019,CentralSquare / Superion / SunGard / OSSI*,2/27/2019,CentralSquare / TriTech / Positron*,,,,,
Del City Police Department,Del City,Oklahoma,OK,,,,,73115,1,,,"Police, Municipal",22128,Law,35,40,  2.00 ,0,Cardinal Tracking / Badge / WinBadge*,,1/1/2000,Cardinal Tracking / Badge / WinBadge*,1/1/2000,,,,,,Cardinal Tracking / Badge / WinBadge*
Columbus Police Department,Columbus,Platte,NE,,,,,68601-5000,1,,,"Police, Municipal",22111,Law,36,43,  3.00 ,0,CentralSquare / Superion / SunGard / HTE*,,1/1/1992,CentralSquare / Superion / SunGard / HTE*,1/1/1992,Motorola Solutions / CallWorks*,9/5/2018,,,,CentralSquare / Superion / SunGard / HTE*
Lancaster Police Department,Lancaster,Dallas,TX,,,,,75134-0940,1,,,"Police, Municipal",22100,Law,62,70,  4.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2009,CentralSquare / Superion / SunGard / OSSI*,1/1/2009,Motorola Solutions / Vesta*,,,,,
Willacy County Sheriff's Department,Raymondville,Willacy,TX,,,,,78580-1944,1,,,"County, Sheriff or Police",22095,Law,16,45,  1.00 ,90,Intellichoice / eFORCE,,1/1/2009,Intellichoice / eFORCE,1/1/2010,,,,Intellichoice / eFORCE,1/1/2009,
Manitowoc County Sheriff's Department,Manitowoc,Manitowoc,WI,,,,,54220-5340,1,,,"County, Sheriff or Police",83000,Law,65,100,  8.00 ,215,Does not use*,Manitowoc Co Joint Dispatch,1/1/2005,Tyler Technologies / New World (Aegis)*,1/1/2005,,,,Tyler Technologies / New World (Aegis)*,1/1/2005,
Bloomington Police Department,Bloomington,Hennepin,MN,,,,,55431-3033,1,,,"Police, Municipal",82893,Law,124,160,  6.00 ,0,CentralSquare / TriTech / Inform*,,3/1/2017,CentralSquare / TriTech / Inform*,3/15/2017,Intrado / West / Viper*,7/31/2018,,,,CentralSquare / TriTech / Inform*
Liberal Seward County Emergency Comm,Liberal,Seward,KS,,,,,67901-3428,1,,,Dispatch Center (Stand Alone),22000,Dispatch,0,13,  4.00 ,0,Cassidian Communications / PlantCML*,,1/1/2003,Caliber Public Safety / Sleuth*,1/1/2001,,,,Sam Houston / Crimes*,,
Franklin County Sheriff's Department,Ottawa,Franklin,KS,,,,,66067-2331,1,,,"County, Sheriff or Police",22000,Law,45,75,  4.00 ,65,Tyler Technologies / Odyssey*,,3/8/2015,Tyler Technologies / Odyssey*,3/8/2015,Motorola Solutions / Vesta,,,Tyler Technologies / Odyssey*,3/8/2015,Tyler Technologies / Odyssey*
Cass County Sheriff's Department,Harrisonville,Cass,MO,,,,,64701-1799,1,,,"County, Sheriff or Police",82092,Law,90,115,  6.00 ,150,Omnigo / ITI*,,1/1/1998,Omnigo / ITI*,1/1/1988,Motorola Solutions / Vesta*,,,Omnigo / ITI*,1/1/1988,Omnigo / ITI*
Palestine Police Department,Palestine,Anderson,TX,,,,,75801-2733,1,,,"Police, Municipal",22000,Law,36,56,  3.00 ,0,Intellichoice / eFORCE*,,8/16/2017,Intellichoice / eFORCE*,8/16/2017,Other,,,,,
Zapata County Sheriff's Department,Zapata,Zapata,TX,,,,,78076,1,,,"County, Sheriff or Police",22000,Law,45,100,  2.00 ,248,Justice Solutions,,10/1/2014,Justice Solutions,1/1/2002,Intrado / West*,,,Justice Solutions,11/26/2014,
Calhoun County Sheriff's Department,Port Lavaca,Calhoun,TX,,,,,77979-4200,1,,,"County, Sheriff or Police",21895,Law,40,78,  2.00 ,144,Southern Software,,10/1/2011,Southern Software,10/1/2011,,,,Southern Software,10/1/2011,
Westland Police Department,Westland,Wayne,MI,,,,,48185-2299,1,,,"Police, Municipal",81545,Law,81,100,  6.00 ,0,CLEMIS,,1/1/2003,CLEMIS,1/1/2003,,,,,,CLEMIS
Troy Police Department,Troy,Oakland,MI,,,,,48084-5254,1,,,"Police, Municipal",81508,Law,107,130,  5.00 ,0,CLEMIS,,7/1/2016,CLEMIS,,Motorola Solutions / CallWorks*,1/1/2016,,,,CLEMIS
